amount,amountCreditDebitIndicator,effectiveDate,glAccountNumber,jeHeaderDescription,journalId,journalIdLineNumber,transactionId,transactionTypeDescription,transactionType,reversalReason,isNegativePostingIndicator,reversalID,reversalType,reversalFiscalYear,isInterCoFlag,clearingDocumentNumber,clearingDate,customerNumber,vendorNumber,documentStatus,documentDate,documentType,transactionKey,accountType,referenceTransaction,businessTransactionCode,postingKey,isClearing,referenceSubledgerDocumentNumber,transactionCode,amountCurrency,approvedBy,approvedDateTime,businessUnitCode,enteredBy,enteredDateTime,fiscalYear,jeLineDescription,journalEntryType,lastModifiedBy,lastModifiedDate,localAmount,localAmountCurrency,period,reportingAmount,reportingAmountCurrency,reversalIndicator,reversalJournalId,segment01,segment02,segment03,segment04,segment05,sourceId,tags,taxCode,userDefined1,userDefined2
3088.39,D,2020-07-22T00:00:00Z,13101,BOM Build,2493,1,003-11-0000002493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050720000001,,,,,,7,,,,,,,,,,,,,,
1800.02,D,2020-08-31T00:00:00Z,13101,BOM Build,2636,1,003-11-0000002636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050720000001,,,,,,8,,,,,,,,,,,,,,
10754.76,D,2020-08-31T00:00:00Z,13101,BOM Build,2637,1,003-11-0000002637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050815000001,,,,,,8,,,,,,,,,,,,,,
8965.81,D,2020-08-31T00:00:00Z,13101,BOM Build,2638,1,003-11-0000002638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050817000001,,,,,,8,,,,,,,,,,,,,,
150.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001098,7590,1,003-08-0000007590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001098,,,,,,7,,,,,,,,,,,,,,
225.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001099,7591,1,003-08-0000007591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001099,,,,,,7,,,,,,,,,,,,,,
160.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001100,7592,1,003-08-0000007592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001100,,,,,,7,,,,,,,,,,,,,,
960.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001101,7593,1,003-08-0000007593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001101,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001102,7594,1,003-08-0000007594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001102,,,,,,7,,,,,,,,,,,,,,
600.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001103,7595,1,003-08-0000007595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001103,,,,,,7,,,,,,,,,,,,,,
32.4,D,2020-07-07T00:00:00Z,13101,Order No 0000001091,7602,1,003-08-0000007602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001091,,,,,,7,,,,,,,,,,,,,,
1799.88,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7603,1,003-08-0000007603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
960.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7604,1,003-08-0000007604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
960.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7605,1,003-08-0000007605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
960.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7606,1,003-08-0000007606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
960.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7607,1,003-08-0000007607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
960.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7608,1,003-08-0000007608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
1040.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7609,1,003-08-0000007609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
960.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7610,1,003-08-0000007610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7611,1,003-08-0000007611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7612,1,003-08-0000007612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7613,1,003-08-0000007613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7614,1,003-08-0000007614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7615,1,003-08-0000007615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7616,1,003-08-0000007616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7617,1,003-08-0000007617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7618,1,003-08-0000007618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7619,1,003-08-0000007619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7620,1,003-08-0000007620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
3600.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7621,1,003-08-0000007621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
3600.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7622,1,003-08-0000007622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
3600.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7623,1,003-08-0000007623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
3600.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001115,7624,1,003-08-0000007624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001115,,,,,,7,,,,,,,,,,,,,,
47.4,D,2020-07-07T00:00:00Z,13101,Order No 0000001114,7655,1,003-08-0000007655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001114,,,,,,7,,,,,,,,,,,,,,
15.8,D,2020-07-07T00:00:00Z,13101,Order No 0000001114,7656,1,003-08-0000007656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001114,,,,,,7,,,,,,,,,,,,,,
54.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001114,7657,1,003-08-0000007657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001114,,,,,,7,,,,,,,,,,,,,,
28.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001114,7658,1,003-08-0000007658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001114,,,,,,7,,,,,,,,,,,,,,
48.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001114,7659,1,003-08-0000007659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001114,,,,,,7,,,,,,,,,,,,,,
16.8,D,2020-07-07T00:00:00Z,13101,Order No 0000001114,7660,1,003-08-0000007660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001114,,,,,,7,,,,,,,,,,,,,,
39.2,D,2020-07-07T00:00:00Z,13101,Order No 0000001114,7661,1,003-08-0000007661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001114,,,,,,7,,,,,,,,,,,,,,
1799.88,D,2020-07-07T00:00:00Z,13101,Order No 0000001959,13510,1,003-08-0000013510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001959,,,,,,7,,,,,,,,,,,,,,
1799.88,D,2020-07-07T00:00:00Z,13101,Order No 0000001959,13511,1,003-08-0000013511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001959,,,,,,7,,,,,,,,,,,,,,
960.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001959,13512,1,003-08-0000013512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001959,,,,,,7,,,,,,,,,,,,,,
960.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001959,13513,1,003-08-0000013513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001959,,,,,,7,,,,,,,,,,,,,,
960.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001959,13514,1,003-08-0000013514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001959,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001959,13515,1,003-08-0000013515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001959,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001959,13516,1,003-08-0000013516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001959,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001959,13517,1,003-08-0000013517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001959,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001959,13518,1,003-08-0000013518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001959,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001959,13519,1,003-08-0000013519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001959,,,,,,7,,,,,,,,,,,,,,
3600.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001959,13520,1,003-08-0000013520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001959,,,,,,7,,,,,,,,,,,,,,
20.1,D,2020-07-07T00:00:00Z,13101,Order No 0000001958,13539,1,003-08-0000013539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001958,,,,,,7,,,,,,,,,,,,,,
23.7,D,2020-07-07T00:00:00Z,13101,Order No 0000001958,13540,1,003-08-0000013540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001958,,,,,,7,,,,,,,,,,,,,,
94.8,D,2020-07-07T00:00:00Z,13101,Order No 0000001958,13541,1,003-08-0000013541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001958,,,,,,7,,,,,,,,,,,,,,
10.8,D,2020-07-07T00:00:00Z,13101,Order No 0000001958,13542,1,003-08-0000013542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001958,,,,,,7,,,,,,,,,,,,,,
16.2,D,2020-07-07T00:00:00Z,13101,Order No 0000001958,13543,1,003-08-0000013543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001958,,,,,,7,,,,,,,,,,,,,,
22.8,D,2020-07-07T00:00:00Z,13101,Order No 0000001958,13544,1,003-08-0000013544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001958,,,,,,7,,,,,,,,,,,,,,
17.1,D,2020-07-07T00:00:00Z,13101,Order No 0000001958,13545,1,003-08-0000013545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001958,,,,,,7,,,,,,,,,,,,,,
24.0,D,2020-07-07T00:00:00Z,13101,Order No 0000001958,13546,1,003-08-0000013546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001958,,,,,,7,,,,,,,,,,,,,,
44.8,D,2020-07-07T00:00:00Z,13101,Order No 0000001958,13547,1,003-08-0000013547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001958,,,,,,7,,,,,,,,,,,,,,
11.2,D,2020-07-07T00:00:00Z,13101,Order No 0000001958,13548,1,003-08-0000013548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001958,,,,,,7,,,,,,,,,,,,,,
120.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001127,7794,1,003-08-0000007794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001127,,,,,,7,,,,,,,,,,,,,,
1200.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001131,7795,1,003-08-0000007795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001131,,,,,,7,,,,,,,,,,,,,,
120.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001132,7796,1,003-08-0000007796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001132,,,,,,7,,,,,,,,,,,,,,
33.5,D,2020-07-14T00:00:00Z,13101,Order No 0000001116,7810,1,003-08-0000007810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001116,,,,,,7,,,,,,,,,,,,,,
1799.88,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7811,1,003-08-0000007811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
2999.8,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7812,1,003-08-0000007812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
1799.88,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7813,1,003-08-0000007813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
180.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7814,1,003-08-0000007814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
180.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7815,1,003-08-0000007815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
960.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7816,1,003-08-0000007816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
960.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7817,1,003-08-0000007817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
960.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7818,1,003-08-0000007818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
960.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7819,1,003-08-0000007819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7820,1,003-08-0000007820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7821,1,003-08-0000007821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7822,1,003-08-0000007822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7823,1,003-08-0000007823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
900.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7824,1,003-08-0000007824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
3600.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7825,1,003-08-0000007825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
3600.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7826,1,003-08-0000007826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
3600.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7827,1,003-08-0000007827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
3600.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7828,1,003-08-0000007828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
3600.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7829,1,003-08-0000007829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
3600.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001144,7830,1,003-08-0000007830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001144,,,,,,7,,,,,,,,,,,,,,
47.4,D,2020-07-14T00:00:00Z,13101,Order No 0000001143,7858,1,003-08-0000007858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001143,,,,,,7,,,,,,,,,,,,,,
102.7,D,2020-07-14T00:00:00Z,13101,Order No 0000001143,7859,1,003-08-0000007859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001143,,,,,,7,,,,,,,,,,,,,,
57.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001143,7860,1,003-08-0000007860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001143,,,,,,7,,,,,,,,,,,,,,
16.8,D,2020-07-14T00:00:00Z,13101,Order No 0000001143,7861,1,003-08-0000007861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001143,,,,,,7,,,,,,,,,,,,,,
22.4,D,2020-07-14T00:00:00Z,13101,Order No 0000001143,7862,1,003-08-0000007862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001143,,,,,,7,,,,,,,,,,,,,,
56.0,D,2020-07-14T00:00:00Z,13101,Order No 0000001143,7863,1,003-08-0000007863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001143,,,,,,7,,,,,,,,,,,,,,
67.2,D,2020-07-14T00:00:00Z,13101,Order No 0000001143,7864,1,003-08-0000007864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001143,,,,,,7,,,,,,,,,,,,,,
33.5,D,2020-07-14T00:00:00Z,13101,Order No 0000001143,7865,1,003-08-0000007865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ZZZ999 / Order No 0000001143,,,,,,7,,,,,,,,,,,,,,
320.0,D,2020-07-21T00:00:00Z,13101,Order No 0000001155,7975,1,003-08-0000007975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PI / ABC001 / Order No 0000001155,,,,,,7,,,,,,,,,,,,,,
